session_id,user_id,return_user,day_of_week,time_of_day,session_duration,num_pages_viewed,num_items_carted,has_viewed_shipping_info,scroll_depth,cart_value,discount_applied,shipping_fee,free_shipping_eligible,device_type,browser,referral_source,location,if_payment_page_reached,most_viewed_category,abandoned
S752,U284,1,Sunday,Night,2181,18,4,1,46,9845,1,0,1,Tablet,Edge,Social Media,"Cuttack, Odisha",0,Electronics,0
S753,U66,1,Monday,Evening,632,17,0,1,90,0,0,141,0,Desktop,Safari,Direct,"Cuttack, Odisha",1,Clothing,1
S754,U99,0,Monday,Evening,3046,11,2,0,64,7091,0,0,1,Desktop,Edge,Search Engine,"Mysore, Karnataka",1,Toys,0
S755,U216,0,Sunday,Night,1359,3,4,0,47,7202,0,210,0,Desktop,Safari,Search Engine,"Ludhiana, Punjab",1,Toys,1
S756,U341,1,Saturday,Afternoon,3179,17,5,0,72,13655,0,0,1,Mobile,Opera,Social Media,"Varanasi, Uttar Pradesh",0,Electronics,0
S757,U482,1,Thursday,Night,2318,1,0,0,10,0,0,109,0,Desktop,Firefox,Direct,"Pune, Maharashtra",1,Beauty,1
S758,U195,0,Friday,Night,2962,15,8,0,80,19499,0,297,0,Tablet,Firefox,Ads,"Chandigarh, Punjab",1,Clothing,1
S759,U347,1,Sunday,Afternoon,2003,9,2,0,99,5696,0,0,1,Tablet,Opera,Email Campaign,"Gaya, Bihar",0,Books,0
S760,U384,1,Monday,Evening,710,15,9,0,28,17166,0,0,1,Mobile,Firefox,Email Campaign,"Mysore, Karnataka",0,Beauty,0
S761,U463,0,Tuesday,Night,1705,3,2,0,61,6316,0,230,0,Mobile,Chrome,Email Campaign,"Nagpur, Maharashtra",1,Toys,1
S762,U90,0,Tuesday,Evening,1053,19,1,1,39,3851,0,51,0,Tablet,Safari,Ads,"Guwahati, Assam",0,Electronics,0
S763,U316,0,Monday,Evening,2802,13,7,1,64,13380,1,0,1,Tablet,Edge,Direct,"Jamshedpur, Jharkhand",1,Sports,0
S764,U292,1,Monday,Evening,2647,12,2,0,23,4794,0,151,0,Desktop,Edge,Search Engine,"Pune, Maharashtra",0,Electronics,0
S765,U155,0,Friday,Night,3322,1,5,1,22,8730,1,0,1,Mobile,Edge,Ads,"Ludhiana, Punjab",1,Electronics,0
S766,U208,0,Monday,Afternoon,1398,17,1,0,93,1034,0,0,1,Desktop,Safari,Email Campaign,"Warangal, Telangana",0,Home & Kitchen,0
S767,U281,1,Thursday,Morning,960,13,6,1,99,11557,0,93,0,Desktop,Edge,Direct,"Patna, Bihar",0,Beauty,0
S768,U427,1,Friday,Afternoon,1744,1,3,0,36,6828,0,218,0,Mobile,Edge,Search Engine,"Thiruvananthapuram, Kerala",0,Beauty,1
S769,U1,0,Saturday,Night,2887,10,8,0,98,14265,0,222,0,Mobile,Edge,Social Media,"Amritsar, Punjab",1,Groceries,1
S770,U156,1,Saturday,Afternoon,1645,15,9,0,18,28371,0,194,0,Desktop,Edge,Email Campaign,"Chennai, Tamil Nadu",0,Books,0
S771,U147,0,Sunday,Morning,1983,7,8,0,50,15921,0,0,1,Mobile,Firefox,Ads,"Ludhiana, Punjab",1,Toys,0
S772,U108,1,Monday,Afternoon,1841,18,6,1,57,17371,1,240,0,Mobile,Firefox,Direct,"Hyderabad, Telangana",1,Groceries,0
S773,U221,0,Tuesday,Night,1196,16,7,0,21,20624,0,0,1,Desktop,Edge,Direct,"Kolkata, West Bengal",0,Home & Kitchen,0
S774,U403,0,Saturday,Evening,2277,14,2,0,19,3515,1,0,1,Tablet,Edge,Social Media,"Patna, Bihar",0,Home & Kitchen,0
S775,U297,1,Monday,Morning,3599,18,4,0,15,10672,1,108,0,Mobile,Chrome,Email Campaign,"Pune, Maharashtra",0,Books,0
S776,U311,0,Thursday,Afternoon,2004,7,1,0,43,1049,0,236,0,Mobile,Firefox,Email Campaign,"Mangalore, Karnataka",0,Beauty,1
S777,U336,0,Thursday,Night,1097,17,9,0,61,21913,0,99,0,Tablet,Safari,Direct,"Delhi, Delhi",0,Clothing,0
S778,U165,1,Tuesday,Morning,1798,18,6,0,50,17811,0,55,0,Mobile,Edge,Search Engine,"Amritsar, Punjab",1,Toys,0
S779,U239,1,Friday,Morning,347,12,7,1,92,24263,0,227,0,Tablet,Firefox,Social Media,"Chennai, Tamil Nadu",1,Groceries,1
S780,U227,1,Tuesday,Afternoon,2296,8,8,1,15,15237,0,207,0,Desktop,Edge,Search Engine,"Madurai, Tamil Nadu",0,Home & Kitchen,1
S781,U227,1,Sunday,Night,3021,2,6,1,11,13834,1,0,1,Desktop,Safari,Email Campaign,"Gaya, Bihar",1,Toys,0
S782,U346,0,Sunday,Night,3286,7,9,0,24,19745,1,166,0,Mobile,Chrome,Direct,"Mangalore, Karnataka",1,Books,0
S783,U110,0,Sunday,Morning,1650,4,9,1,26,31182,1,0,1,Mobile,Edge,Social Media,"Varanasi, Uttar Pradesh",1,Beauty,0
S784,U262,0,Monday,Morning,2801,18,7,0,25,19714,0,222,0,Tablet,Firefox,Social Media,"Guwahati, Assam",1,Automotive,1
S785,U243,0,Tuesday,Evening,1805,6,8,0,37,17016,0,63,0,Desktop,Firefox,Ads,"Darjeeling, West Bengal",1,Electronics,0
S786,U407,1,Friday,Afternoon,2995,9,5,0,94,13267,0,132,0,Tablet,Opera,Direct,"Guwahati, Assam",0,Automotive,0
S787,U462,0,Wednesday,Evening,2578,9,9,1,81,15068,0,154,0,Mobile,Firefox,Search Engine,"Guwahati, Assam",1,Beauty,0
S788,U492,0,Tuesday,Morning,1158,14,1,1,19,4671,0,0,1,Mobile,Firefox,Social Media,"Warangal, Telangana",1,Electronics,0
S789,U408,0,Sunday,Morning,2384,8,1,1,19,1615,0,169,0,Desktop,Chrome,Social Media,"Mysore, Karnataka",0,Books,0
S790,U377,1,Saturday,Night,999,19,3,1,19,7885,1,182,0,Tablet,Chrome,Ads,"Amritsar, Punjab",0,Sports,0
S791,U87,0,Friday,Night,3474,3,8,1,82,20049,1,276,0,Tablet,Edge,Search Engine,"Cuttack, Odisha",0,Home & Kitchen,0
S792,U338,0,Wednesday,Evening,1508,18,6,1,37,13536,0,62,0,Mobile,Edge,Search Engine,"Surat, Gujarat",0,Electronics,0
S793,U44,0,Friday,Morning,630,5,1,0,33,2653,1,0,1,Desktop,Firefox,Direct,"Bhopal, Madhya Pradesh",0,Groceries,0
S794,U146,1,Friday,Afternoon,2964,14,7,0,28,23835,0,164,0,Tablet,Safari,Direct,"Surat, Gujarat",1,Sports,0
S795,U264,0,Sunday,Night,1060,4,6,0,77,16789,0,0,1,Mobile,Safari,Search Engine,"Gaya, Bihar",1,Automotive,0
S796,U340,1,Saturday,Night,1265,7,8,0,65,25920,1,0,1,Mobile,Firefox,Direct,"Chandigarh, Punjab",0,Sports,0
S797,U325,1,Sunday,Morning,2565,12,7,0,76,23262,1,0,1,Desktop,Chrome,Social Media,"Kolkata, West Bengal",0,Clothing,0
S798,U318,0,Wednesday,Afternoon,977,2,2,0,51,6422,0,256,0,Desktop,Edge,Ads,"Jodhpur, Rajasthan",1,Beauty,1
S799,U172,1,Tuesday,Evening,1934,11,0,0,21,0,0,0,1,Desktop,Edge,Ads,"Ranchi, Jharkhand",0,Beauty,1
S800,U48,1,Wednesday,Afternoon,892,14,1,1,27,2683,1,300,0,Tablet,Firefox,Search Engine,"Surat, Gujarat",0,Groceries,0
S801,U420,1,Tuesday,Morning,3195,16,1,1,32,381,0,295,0,Tablet,Safari,Direct,"Coimbatore, Tamil Nadu",1,Toys,1
S802,U488,0,Saturday,Afternoon,2946,6,3,0,93,6841,0,0,1,Desktop,Opera,Search Engine,"Madurai, Tamil Nadu",0,Groceries,0
S803,U385,0,Friday,Afternoon,3391,4,5,0,15,10856,0,0,1,Desktop,Safari,Email Campaign,"Siliguri, West Bengal",0,Toys,0
S804,U121,1,Tuesday,Morning,2300,15,3,0,62,6885,1,0,1,Tablet,Firefox,Ads,"Siliguri, West Bengal",0,Groceries,0
S805,U345,0,Thursday,Evening,1738,1,8,0,51,29527,0,0,1,Desktop,Firefox,Social Media,"Madurai, Tamil Nadu",1,Automotive,0
S806,U159,1,Wednesday,Afternoon,675,7,3,1,75,11405,1,74,0,Desktop,Edge,Search Engine,"Madurai, Tamil Nadu",1,Clothing,0
S807,U116,1,Wednesday,Morning,465,12,5,0,39,8675,0,0,1,Tablet,Opera,Ads,"Hyderabad, Telangana",0,Groceries,0
S808,U413,1,Monday,Afternoon,1809,10,5,0,18,18535,0,56,0,Tablet,Edge,Ads,"Ludhiana, Punjab",0,Clothing,0
S809,U102,0,Friday,Morning,3050,5,9,1,51,31448,1,210,0,Tablet,Edge,Email Campaign,"Mumbai, Maharashtra",1,Books,0
S810,U76,0,Friday,Evening,2828,12,9,1,43,23044,0,265,0,Tablet,Edge,Social Media,"Mangalore, Karnataka",1,Beauty,1
S811,U13,1,Saturday,Night,152,18,0,0,49,0,0,0,1,Mobile,Firefox,Ads,"Thiruvananthapuram, Kerala",1,Sports,1
S812,U24,1,Tuesday,Evening,2537,10,7,1,97,17402,0,0,1,Mobile,Edge,Social Media,"Jaipur, Rajasthan",1,Electronics,0
S813,U126,0,Saturday,Night,713,6,2,0,26,4406,1,0,1,Tablet,Chrome,Search Engine,"Surat, Gujarat",1,Home & Kitchen,0
S814,U244,1,Saturday,Night,3565,12,5,0,38,12867,0,0,1,Mobile,Safari,Social Media,"Madurai, Tamil Nadu",1,Books,0
S815,U313,1,Thursday,Afternoon,3535,7,2,0,59,6104,0,0,1,Mobile,Chrome,Search Engine,"Varanasi, Uttar Pradesh",1,Electronics,0
S816,U436,0,Friday,Morning,493,18,1,0,85,2919,0,0,1,Tablet,Chrome,Ads,"Guwahati, Assam",1,Groceries,0
S817,U394,0,Thursday,Morning,1195,2,4,0,58,9401,0,291,0,Mobile,Safari,Search Engine,"Shillong, Meghalaya",1,Books,1
S818,U38,0,Monday,Morning,434,10,0,0,82,0,0,0,1,Desktop,Edge,Direct,"Madurai, Tamil Nadu",0,Books,1
S819,U234,0,Wednesday,Evening,3190,15,8,0,70,19009,1,162,0,Mobile,Opera,Ads,"Warangal, Telangana",1,Toys,0
S820,U213,0,Saturday,Evening,1126,12,6,1,92,14308,0,210,0,Desktop,Safari,Search Engine,"Warangal, Telangana",1,Books,1
S821,U454,1,Saturday,Evening,266,17,2,0,55,3534,0,81,0,Tablet,Firefox,Ads,"Varanasi, Uttar Pradesh",1,Sports,0
S822,U323,0,Thursday,Evening,839,4,3,0,55,8126,0,0,1,Mobile,Firefox,Email Campaign,"Gaya, Bihar",0,Groceries,0
S823,U295,0,Sunday,Afternoon,1379,7,5,1,26,10532,1,0,1,Mobile,Opera,Social Media,"Nagpur, Maharashtra",1,Toys,0
S824,U100,0,Friday,Afternoon,1201,9,2,0,75,3203,0,0,1,Tablet,Edge,Direct,"Patna, Bihar",1,Groceries,0
S825,U368,0,Wednesday,Night,591,19,6,1,14,8887,0,0,1,Tablet,Firefox,Email Campaign,"Warangal, Telangana",0,Automotive,0
S826,U357,1,Saturday,Night,3353,7,5,0,63,7260,1,66,0,Tablet,Edge,Search Engine,"Lucknow, Uttar Pradesh",1,Home & Kitchen,0
S827,U197,0,Thursday,Morning,2273,2,8,0,25,22008,0,65,0,Desktop,Edge,Ads,"Siliguri, West Bengal",1,Sports,0
S828,U254,0,Thursday,Evening,2750,6,4,0,90,5693,0,163,0,Desktop,Chrome,Social Media,"Kanpur, Uttar Pradesh",0,Beauty,0
S829,U205,1,Tuesday,Afternoon,3287,18,3,0,16,6629,0,0,1,Tablet,Safari,Direct,"Nagpur, Maharashtra",0,Toys,0
S830,U125,0,Wednesday,Night,3315,6,2,0,17,5569,1,160,0,Tablet,Firefox,Social Media,"Patna, Bihar",1,Home & Kitchen,0
S831,U76,0,Thursday,Morning,149,13,9,0,81,23194,0,0,1,Tablet,Safari,Ads,"Ahmedabad, Gujarat",1,Sports,0
S832,U336,0,Tuesday,Morning,1177,19,0,0,96,0,1,193,0,Desktop,Safari,Ads,"Chandigarh, Punjab",0,Electronics,1
S833,U353,0,Sunday,Evening,72,2,2,0,91,6353,0,0,1,Tablet,Opera,Social Media,"Ahmedabad, Gujarat",0,Toys,1
S834,U3,0,Friday,Evening,3080,12,2,0,47,7422,0,152,0,Tablet,Edge,Social Media,"Bangalore, Karnataka",0,Electronics,0
S835,U458,0,Thursday,Morning,1917,15,6,0,63,16763,0,0,1,Tablet,Opera,Direct,"Chennai, Tamil Nadu",0,Automotive,0
S836,U385,0,Tuesday,Evening,864,14,6,0,85,17633,1,109,0,Desktop,Chrome,Social Media,"Bhopal, Madhya Pradesh",0,Automotive,0
S837,U441,1,Sunday,Evening,1004,6,0,0,24,0,0,251,0,Mobile,Opera,Social Media,"Nagpur, Maharashtra",1,Books,1
S838,U395,0,Tuesday,Night,2849,18,2,0,59,3986,0,52,0,Mobile,Firefox,Direct,"Vadodara, Gujarat",1,Home & Kitchen,0
S839,U454,0,Wednesday,Night,1917,5,7,0,65,17778,0,168,0,Mobile,Opera,Social Media,"Gaya, Bihar",1,Electronics,0
S840,U55,1,Sunday,Night,3569,18,8,1,18,18773,0,275,0,Mobile,Safari,Social Media,"Amritsar, Punjab",0,Books,1
S841,U399,0,Saturday,Afternoon,1670,3,6,0,17,11021,0,75,0,Mobile,Safari,Search Engine,"Vadodara, Gujarat",0,Toys,0
S842,U218,1,Tuesday,Evening,2983,3,6,1,28,20620,0,0,1,Mobile,Safari,Social Media,"Mangalore, Karnataka",0,Sports,0
S843,U113,0,Sunday,Night,2019,10,7,0,60,20293,0,250,0,Tablet,Firefox,Ads,"Ahmedabad, Gujarat",1,Books,1
S844,U91,1,Thursday,Night,3281,19,5,0,81,15042,0,0,1,Mobile,Safari,Search Engine,"Delhi, Delhi",1,Electronics,0
S845,U412,0,Monday,Morning,2767,3,2,0,66,5242,1,200,0,Mobile,Opera,Direct,"Amritsar, Punjab",1,Groceries,0
S846,U491,0,Friday,Night,3139,12,0,1,77,0,1,0,1,Mobile,Edge,Email Campaign,"Jodhpur, Rajasthan",0,Electronics,1
S847,U357,0,Thursday,Morning,1112,16,6,0,40,11287,0,0,1,Desktop,Chrome,Direct,"Darjeeling, West Bengal",1,Automotive,0
S848,U266,1,Thursday,Evening,355,17,0,0,12,0,0,67,0,Mobile,Chrome,Social Media,"Guwahati, Assam",1,Electronics,1
S849,U238,0,Friday,Morning,3093,7,0,0,92,0,0,265,0,Desktop,Edge,Ads,"Udaipur, Rajasthan",1,Clothing,1
S850,U26,0,Friday,Night,985,13,8,0,52,23146,0,0,1,Mobile,Safari,Search Engine,"Chennai, Tamil Nadu",1,Groceries,0
S851,U286,0,Tuesday,Afternoon,699,2,9,0,38,30742,0,213,0,Mobile,Edge,Direct,"Guwahati, Assam",1,Electronics,1
S852,U128,1,Thursday,Afternoon,2447,4,6,0,19,16826,0,140,0,Mobile,Firefox,Search Engine,"Jodhpur, Rajasthan",0,Groceries,0
S853,U470,0,Tuesday,Evening,687,10,3,0,21,5193,1,235,0,Tablet,Firefox,Search Engine,"Madurai, Tamil Nadu",1,Groceries,0
S854,U435,1,Wednesday,Night,2546,7,5,0,55,14310,0,97,0,Desktop,Safari,Search Engine,"Delhi, Delhi",0,Clothing,0
S855,U63,0,Tuesday,Evening,1227,17,0,0,39,0,0,0,1,Desktop,Firefox,Email Campaign,"Bangalore, Karnataka",0,Sports,1
S856,U234,0,Wednesday,Morning,1001,6,6,1,91,21248,0,65,0,Tablet,Safari,Email Campaign,"Darjeeling, West Bengal",0,Home & Kitchen,0
S857,U69,0,Saturday,Evening,889,19,5,1,97,8609,0,0,1,Desktop,Edge,Search Engine,"Patna, Bihar",1,Beauty,0
S858,U411,0,Monday,Afternoon,1830,5,3,0,41,6969,1,181,0,Desktop,Safari,Direct,"Warangal, Telangana",0,Electronics,0
S859,U238,0,Thursday,Evening,2626,10,6,0,82,16709,0,243,0,Desktop,Opera,Social Media,"Gaya, Bihar",1,Home & Kitchen,1
S860,U342,0,Sunday,Morning,1035,9,2,1,56,3890,1,0,1,Tablet,Safari,Email Campaign,"Nagpur, Maharashtra",1,Home & Kitchen,0
S861,U272,1,Wednesday,Night,3176,13,0,0,97,0,0,188,0,Mobile,Opera,Direct,"Ludhiana, Punjab",1,Automotive,1
S862,U287,0,Monday,Evening,1014,19,3,0,72,9737,0,87,0,Mobile,Safari,Email Campaign,"Jaipur, Rajasthan",1,Electronics,0
S863,U305,0,Friday,Morning,1322,6,2,1,35,5482,1,204,0,Tablet,Firefox,Ads,"Gaya, Bihar",1,Beauty,0
S864,U163,0,Saturday,Afternoon,1011,4,0,0,12,0,0,0,1,Desktop,Firefox,Social Media,"Darjeeling, West Bengal",0,Groceries,1
S865,U487,0,Sunday,Night,1003,3,1,0,32,4576,0,0,1,Desktop,Safari,Direct,"Shillong, Meghalaya",0,Groceries,0
S866,U387,0,Tuesday,Evening,2262,3,4,1,84,13919,1,0,1,Desktop,Opera,Email Campaign,"Chandigarh, Punjab",1,Sports,0
S867,U457,0,Monday,Evening,1264,4,7,0,83,22482,0,223,0,Tablet,Firefox,Social Media,"Kanpur, Uttar Pradesh",0,Beauty,1
S868,U227,0,Wednesday,Afternoon,3346,5,0,1,59,0,0,0,1,Desktop,Opera,Ads,"Patna, Bihar",0,Beauty,1
S869,U314,1,Thursday,Evening,2195,8,3,1,45,5628,0,0,1,Desktop,Opera,Search Engine,"Bangalore, Karnataka",1,Beauty,0
S870,U418,1,Saturday,Afternoon,3387,16,3,1,22,8953,0,193,0,Desktop,Firefox,Direct,"Jodhpur, Rajasthan",1,Groceries,0
S871,U369,0,Friday,Afternoon,1594,3,4,0,38,13117,0,158,0,Tablet,Firefox,Ads,"Vadodara, Gujarat",1,Electronics,0
S872,U457,0,Friday,Night,1156,12,6,0,47,24085,1,0,1,Desktop,Edge,Search Engine,"Chandigarh, Punjab",1,Groceries,0
S873,U259,1,Monday,Afternoon,3038,8,7,0,86,17053,0,213,0,Tablet,Opera,Direct,"Pune, Maharashtra",1,Beauty,1
S874,U219,0,Sunday,Afternoon,238,13,5,0,99,7863,0,251,0,Mobile,Edge,Ads,"Kanpur, Uttar Pradesh",0,Sports,1
S875,U426,0,Monday,Afternoon,2319,4,0,0,93,0,0,0,1,Tablet,Chrome,Search Engine,"Jodhpur, Rajasthan",0,Clothing,1
S876,U465,0,Tuesday,Evening,1888,14,6,0,14,15967,0,0,1,Mobile,Safari,Email Campaign,"Surat, Gujarat",1,Electronics,0
S877,U281,1,Sunday,Afternoon,1317,14,2,0,29,4234,0,227,0,Mobile,Opera,Ads,"Shillong, Meghalaya",0,Groceries,1
S878,U229,1,Sunday,Afternoon,524,13,5,0,87,15766,0,203,0,Tablet,Chrome,Social Media,"Bangalore, Karnataka",0,Sports,1
S879,U460,0,Friday,Afternoon,1834,6,7,0,23,18290,1,268,0,Desktop,Edge,Social Media,"Warangal, Telangana",1,Sports,0
S880,U82,0,Saturday,Afternoon,3354,17,6,1,17,17922,0,296,0,Tablet,Firefox,Ads,"Bangalore, Karnataka",0,Sports,1
S881,U381,0,Saturday,Evening,2738,4,9,1,57,22798,0,0,1,Mobile,Opera,Direct,"Kanpur, Uttar Pradesh",0,Electronics,0
S882,U442,1,Friday,Afternoon,2932,8,5,1,22,9142,0,0,1,Desktop,Safari,Ads,"Mysore, Karnataka",0,Clothing,0
S883,U244,0,Tuesday,Morning,3395,17,8,0,33,19149,0,0,1,Tablet,Chrome,Ads,"Cuttack, Odisha",0,Beauty,0
S884,U231,0,Thursday,Morning,1290,3,8,1,88,23942,1,0,1,Desktop,Opera,Ads,"Vadodara, Gujarat",0,Sports,0
S885,U133,1,Tuesday,Morning,2714,17,0,1,74,0,0,283,0,Desktop,Edge,Email Campaign,"Bangalore, Karnataka",1,Home & Kitchen,1
S886,U385,0,Sunday,Night,944,9,0,0,95,0,0,0,1,Tablet,Edge,Search Engine,"Bangalore, Karnataka",1,Sports,1
S887,U127,1,Wednesday,Morning,2473,2,0,0,43,0,0,0,1,Desktop,Opera,Social Media,"Shillong, Meghalaya",0,Electronics,1
S888,U431,0,Wednesday,Morning,2383,13,7,0,60,14883,0,0,1,Tablet,Safari,Ads,"Lucknow, Uttar Pradesh",0,Beauty,0
S889,U327,0,Monday,Night,2487,2,9,0,12,21497,1,0,1,Mobile,Chrome,Ads,"Lucknow, Uttar Pradesh",0,Books,0
S890,U142,0,Tuesday,Evening,1392,11,6,0,99,10666,0,0,1,Tablet,Edge,Ads,"Cuttack, Odisha",1,Automotive,0
S891,U393,1,Tuesday,Evening,1714,15,2,0,87,4387,0,111,0,Desktop,Edge,Email Campaign,"Vadodara, Gujarat",0,Automotive,0
S892,U399,1,Saturday,Night,3399,11,1,1,67,3614,0,246,0,Tablet,Firefox,Ads,"Mumbai, Maharashtra",1,Automotive,1
S893,U267,1,Monday,Evening,1004,3,3,0,81,11054,0,134,0,Desktop,Safari,Direct,"Shillong, Meghalaya",0,Home & Kitchen,0
S894,U249,0,Saturday,Night,3195,3,2,0,64,8366,0,146,0,Mobile,Firefox,Search Engine,"Mysore, Karnataka",1,Beauty,0
S895,U321,1,Sunday,Afternoon,2917,12,6,1,89,18958,1,0,1,Mobile,Safari,Search Engine,"Shillong, Meghalaya",0,Beauty,0
S896,U123,0,Thursday,Evening,3481,5,9,0,51,23431,0,0,1,Desktop,Chrome,Direct,"Patna, Bihar",0,Beauty,0
S897,U141,0,Tuesday,Night,984,7,7,1,30,20702,1,142,0,Desktop,Edge,Email Campaign,"Kochi, Kerala",0,Beauty,0
S898,U226,1,Saturday,Afternoon,1998,7,5,0,19,13564,0,0,1,Tablet,Firefox,Direct,"Siliguri, West Bengal",1,Groceries,0
S899,U40,0,Friday,Afternoon,553,13,2,1,66,3672,1,0,1,Desktop,Firefox,Ads,"Kochi, Kerala",0,Home & Kitchen,0
S900,U366,0,Saturday,Morning,1606,9,5,0,34,12375,0,86,0,Tablet,Chrome,Search Engine,"Jodhpur, Rajasthan",0,Beauty,0
S901,U147,0,Tuesday,Night,3229,13,1,0,65,3743,0,0,1,Desktop,Safari,Ads,"Ranchi, Jharkhand",1,Books,0
S902,U121,0,Thursday,Night,2029,12,6,0,47,17333,1,0,1,Mobile,Safari,Social Media,"Guwahati, Assam",0,Groceries,0
S903,U140,0,Tuesday,Morning,1154,13,9,1,95,22204,0,245,0,Tablet,Opera,Ads,"Amritsar, Punjab",0,Books,1
S904,U172,0,Friday,Evening,2471,10,6,1,70,15280,0,0,1,Tablet,Edge,Email Campaign,"Varanasi, Uttar Pradesh",1,Groceries,0
S905,U164,0,Wednesday,Night,2677,1,3,0,56,9829,1,100,0,Mobile,Opera,Ads,"Warangal, Telangana",0,Electronics,0
S906,U458,1,Sunday,Afternoon,1885,8,7,1,63,19550,0,0,1,Desktop,Firefox,Email Campaign,"Nagpur, Maharashtra",1,Automotive,0
S907,U277,1,Wednesday,Night,822,16,3,0,55,7959,0,0,1,Desktop,Safari,Search Engine,"Chandigarh, Punjab",0,Electronics,0
S908,U42,0,Thursday,Morning,2383,13,6,0,77,19183,1,234,0,Mobile,Safari,Email Campaign,"Delhi, Delhi",0,Sports,0
S909,U71,0,Thursday,Night,109,3,3,1,13,3888,1,0,1,Tablet,Edge,Ads,"Coimbatore, Tamil Nadu",0,Automotive,0
S910,U78,0,Friday,Evening,3489,3,4,0,75,14296,1,112,0,Mobile,Safari,Email Campaign,"Mumbai, Maharashtra",1,Beauty,0
S911,U119,0,Saturday,Morning,2835,5,6,0,52,11757,0,0,1,Mobile,Opera,Ads,"Surat, Gujarat",1,Clothing,0
S912,U197,0,Wednesday,Morning,965,11,9,1,71,30362,0,0,1,Desktop,Opera,Ads,"Hyderabad, Telangana",1,Groceries,0
S913,U356,1,Wednesday,Afternoon,3035,7,2,1,94,1362,1,283,0,Desktop,Firefox,Ads,"Cuttack, Odisha",0,Home & Kitchen,0
S914,U79,0,Wednesday,Night,623,10,9,1,94,26422,0,0,1,Tablet,Firefox,Direct,"Hyderabad, Telangana",1,Home & Kitchen,0
S915,U362,0,Wednesday,Morning,842,10,4,1,94,11472,1,85,0,Mobile,Opera,Direct,"Delhi, Delhi",0,Clothing,0
S916,U110,0,Friday,Evening,2592,2,2,0,13,5329,0,0,1,Mobile,Opera,Email Campaign,"Bangalore, Karnataka",0,Groceries,0
S917,U33,0,Thursday,Evening,3215,3,4,1,74,11847,0,78,0,Tablet,Chrome,Email Campaign,"Amritsar, Punjab",1,Electronics,0
S918,U213,1,Thursday,Evening,2100,8,2,0,71,6471,0,0,1,Desktop,Safari,Social Media,"Mangalore, Karnataka",0,Toys,0
S919,U209,1,Monday,Afternoon,1891,11,9,1,99,26946,1,0,1,Desktop,Chrome,Ads,"Coimbatore, Tamil Nadu",0,Sports,0
S920,U170,0,Sunday,Evening,643,13,6,0,11,14303,0,144,0,Mobile,Firefox,Ads,"Mysore, Karnataka",0,Books,0
S921,U278,1,Saturday,Afternoon,1379,7,0,0,18,0,1,219,0,Desktop,Opera,Social Media,"Madurai, Tamil Nadu",1,Sports,1
S922,U239,0,Thursday,Evening,295,13,8,0,66,14824,1,0,1,Desktop,Opera,Direct,"Udaipur, Rajasthan",0,Groceries,0
S923,U213,1,Sunday,Night,2163,2,8,0,54,19009,1,254,0,Tablet,Safari,Social Media,"Bangalore, Karnataka",0,Electronics,0
S924,U32,1,Sunday,Evening,2002,6,4,0,27,9013,1,275,0,Mobile,Firefox,Direct,"Kolkata, West Bengal",1,Clothing,0
S925,U106,0,Wednesday,Evening,419,9,8,1,57,14846,1,232,0,Tablet,Edge,Email Campaign,"Shillong, Meghalaya",0,Groceries,0
S926,U427,0,Tuesday,Afternoon,1990,2,9,1,51,23090,1,0,1,Desktop,Edge,Search Engine,"Ahmedabad, Gujarat",0,Beauty,0
S927,U216,0,Wednesday,Night,169,18,5,0,50,14973,0,0,1,Mobile,Chrome,Search Engine,"Cuttack, Odisha",1,Toys,0
S928,U200,0,Wednesday,Night,251,16,4,1,84,5193,0,253,0,Tablet,Safari,Ads,"Gaya, Bihar",1,Books,1
S929,U464,1,Thursday,Afternoon,963,12,2,0,98,4247,0,0,1,Desktop,Safari,Social Media,"Jamshedpur, Jharkhand",0,Beauty,0
S930,U395,0,Monday,Night,1176,7,7,0,99,21987,0,227,0,Tablet,Firefox,Social Media,"Bhopal, Madhya Pradesh",1,Clothing,1
S931,U300,0,Friday,Evening,921,7,3,0,67,8330,0,0,1,Desktop,Firefox,Social Media,"Shillong, Meghalaya",0,Toys,0
S932,U485,1,Sunday,Evening,2675,17,9,1,51,29618,0,300,0,Desktop,Safari,Social Media,"Jamshedpur, Jharkhand",1,Toys,1
S933,U357,1,Tuesday,Night,1143,13,2,1,44,1915,1,285,0,Mobile,Chrome,Search Engine,"Gaya, Bihar",0,Home & Kitchen,0
S934,U11,0,Saturday,Evening,709,11,5,0,47,17079,0,0,1,Tablet,Chrome,Ads,"Pune, Maharashtra",0,Sports,0
S935,U439,0,Tuesday,Night,98,6,7,0,76,15382,0,98,0,Tablet,Edge,Search Engine,"Shillong, Meghalaya",0,Home & Kitchen,1
S936,U451,0,Monday,Afternoon,3180,14,8,0,50,23206,1,125,0,Desktop,Chrome,Direct,"Indore, Madhya Pradesh",1,Groceries,0
S937,U392,0,Wednesday,Afternoon,3551,6,5,0,59,9382,0,133,0,Desktop,Safari,Ads,"Chandigarh, Punjab",1,Clothing,0
S938,U295,1,Friday,Afternoon,696,6,4,0,95,10531,0,0,1,Tablet,Edge,Social Media,"Siliguri, West Bengal",1,Electronics,0
S939,U195,0,Friday,Morning,1096,2,1,0,81,3926,1,121,0,Mobile,Firefox,Email Campaign,"Bangalore, Karnataka",1,Books,0
